powerInW,timeInMinutes
19.21,0
14.68,1
17.99,2
15.97,3
16.24,4
18.89,5
15.03,6
15.46,7
16.65,8
17.75,9
17.76,10
16.11,11
14.88,12
15.84,13
17.97,14
17.34,15
14.91,16
12.99,17
17.81,18
16.98,19
16.17,20
16.11,21
19.03,22
14.99,23
17.25,24
16.28,25
13.22,26
17.51,27
19.09,28
16.89,29
14.72,30
15.96,31
17.38,32
17.36,33
18.31,34
16.77,35
14.44,36
15.04,37
17.41,38
20.18,39
14.5,40
17.03,41
18.73,42
16.77,43
13.83,44
17.17,45
16.18,46
18.48,47
15.67,48
19.97,49
14.84,50
17.51,51
14.35,52
17.73,53
14.79,54
15.43,55
17.55,56
13.2,57
17.68,58
17.93,59
19.33,60
18.26,61
18.05,62
17.2,63
16.19,64
16.42,65
