powerInW,timeInMinutes
95.5,0
99.36,1
109.64,2
109.5,3
97.73,4
106.11,5
106.84,6
117.23,7
96.35,8
106.92,9
109.08,10
102.52,11
123.04,12
123.44,13
101.8,14
111.74,15
111.07,16
98.5,17
115.95,18
122.91,19
124.31,20
110.28,21
110.31,22
97.06,23
112.08,24
129.07,25
110.89,26
103.6,27
121.65,28
102.65,29
130.25,30
96.39,31
119.26,32
109.18,33
96.74,34
106.14,35
119.02,36
102.78,37
125.97,38
117.19,39
119.89,40
117.29,41
105.9,42
122.09,43
94.1,44
110.43,45
107.25,46
108.94,47
123.65,48
106.49,49
111.01,50
104.04,51
104.34,52
123.02,53
94.06,54
113.13,55
114.56,56
101.25,57
91.01,58
108.34,59
118.96,60
104.43,61
103.01,62
113.89,63
115.88,64
111.4,65
105.06,66
120.71,67
104.31,68
116.4,69
109.74,70
117.21,71
107.94,72
106.48,73
112.44,74
97.73,75
101.26,76
105.98,77
115.23,78
123.38,79
103.05,80
103.98,81
115.3,82
92.94,83
101.84,84
101.58,85
96.67,86
112.39,87
102.59,88
104.56,89
91.49,90
131.66,91
120.09,92
120.63,93
121.88,94
110.35,95
98.22,96
112.44,97
131.38,98
114.4,99
102.17,100
119.26,101
113.98,102
96.72,103
113.65,104
89.12,105
3.59,106
3.68,107
3.21,108
3.53,109
3.87,110
112.49,111
108.83,112
98.89,113
112.42,114
99.04,115
120.53,116
130.95,117
101.05,118
114.59,119
122.72,120
102.75,121
130.25,122
96.8,123
111.72,124
111.94,125
111.7,126
117.88,127
104.48,128
108.28,129
115.13,130
115.44,131
102.25,132
99.11,133
106.24,134
102.34,135
105.26,136
98.87,137
97.9,138
117.7,139
109.88,140
120.21,141
116.96,142
125.06,143
119.77,144
109.21,145
107.47,146
115.3,147
101.87,148
101.56,149
117.1,150
115.37,151
118.82,152
105.47,153
105.46,154
119.3,155
108.26,156
112.51,157
96.24,158
88.43,159
105.26,160
115.23,161
125.38,162
127.29,163
108.98,164
110.72,165
95.94,166
95.6,167
119.01,168
98.71,169
119.22,170
123.31,171
85.78,172
131.08,173
91.85,174
98.76,175
122.42,176
