powerInW,timeInMinutes
60.0,0
60.0,1
60.0,2
60.0,3
60.0,4
60.0,5
60.0,6
60.0,7
60.0,8
60.0,9
60.0,10
60.0,11
60.0,12
60.0,13
40.0,14
40.0,15
40.0,16
40.0,17
40.0,18
40.0,19
40.0,20
40.0,21
40.0,22
40.0,23
40.0,24
40.0,25
40.0,26
40.0,27
40.0,28
40.0,29
40.0,30
40.0,31
40.0,32
40.0,33
40.0,34
40.0,35
40.0,36
40.0,37
40.0,38
40.0,39
40.0,40
40.0,41
40.0,42
40.0,43
40.0,44
40.0,45
40.0,46
40.0,47
40.0,48
40.0,49
40.0,50
40.0,51
40.0,52
40.0,53
40.0,54
40.0,55
40.0,56
40.0,57
40.0,58
40.0,59
50.0,60
50.0,61
50.0,62
50.0,63
50.0,64
50.0,65
50.0,66
50.0,67
30.0,68
30.0,69
20.0,70
20.0,71
20.0,72
20.0,73
20.0,74
20.0,75
20.0,76
20.0,77
20.0,78
20.0,79
20.0,80
20.0,81
20.0,82
20.0,83
20.0,84
20.0,85
20.0,86
20.0,87
20.0,88
20.0,89
