powerInW,timeInMinutes
25.15,0
25.27,1
27.81,2
24.38,3
25.09,4
24.89,5
26.49,6
26.08,7
26.1,8
24.98,9
24.12,10
26.27,11
23.38,12
25.77,13
24.31,14
27.99,15
26.6,16
24.63,17
25.26,18
29.04,19
25.14,20
24.61,21
24.09,22
25.67,23
26.21,24
26.37,25
24.95,26
27.01,27
26.33,28
24.87,29
26.18,30
25.7,31
24.61,32
23.51,33
26.49,34
26.5,35
26.81,36
24.99,37
27.92,38
26.04,39
26.57,40
27.12,41
23.31,42
27.32,43
25.12,44
27.03,45
24.81,46
27.87,47
26.43,48
26.47,49
25.32,50
27.79,51
25.99,52
27.9,53
24.05,54
23.61,55
24.46,56
25.91,57
22.45,58
24.18,59
24.04,60
25.07,61
