powerInW,timeInMinutes
103.7,0
97.09,1
116.6,2
114.93,3
128.95,4
106.82,5
113.85,6
101.46,7
106.11,8
102.38,9
120.4,10
108.28,11
98.26,12
119.27,13
122.9,14
114.88,15
126.87,16
112.8,17
102.12,18
110.65,19
116.7,20
98.37,21
100.87,22
113.06,23
117.03,24
121.58,25
117.88,26
127.32,27
97.89,28
102.08,29
108.7,30
97.1,31
120.49,32
108.92,33
112.54,34
117.14,35
109.26,36
88.2,37
129.36,38
108.25,39
94.54,40
109.41,41
112.8,42
108.63,43
115.69,44
120.28,45
141.88,46
113.09,47
126.98,48
119.71,49
117.26,50
115.46,51
123.3,52
88.81,53
111.11,54
104.52,55
111.12,56
117.39,57
121.78,58
93.02,59
109.58,60
112.0,61
99.0,62
92.44,63
115.64,64
119.57,65
111.34,66
123.71,67
109.58,68
102.98,69
107.87,70
121.7,71
100.71,72
109.23,73
98.86,74
119.31,75
122.47,76
112.25,77
113.99,78
121.43,79
108.53,80
108.74,81
119.35,82
114.74,83
115.35,84
107.67,85
122.43,86
121.82,87
99.38,88
