powerInW,timeInMinutes
71.0,0
157.0,1
125.85,2
202.42,3
163.33,4
120.5,5
2253.2,6
2248.4,7
2304.14,8
2385.62,9
2308.14,10
2320.62,11
2225.75,12
1990.88,13
161.4,14
123.9,15
49.14,16
157.71,17
113.0,18
166.88,19
167.33,20
179.25,21
146.43,22
126.67,23
151.4,24
76.67,25
127.0,26
2125.3,27
82.7,28
93.86,29
82.43,30
72.0,31
79.88,32
114.0,33
7.67,34
32.88,35
159.75,36
57.71,37
8.78,38
79.43,39
110.86,40
38.62,41
91.57,42
89.12,43
15.0,44
119.75,45
82.56,46
57.56,47
90.25,48
170.5,49
261.89,50
422.17,51
373.71,52
23.5,53
