powerInW,timeInMinutes
104.75,0
87.7,1
80.88,2
79.11,3
91.33,4
94.78,5
94.89,6
95.5,7
96.11,8
96.0,9
95.56,10
95.5,11
96.0,12
95.78,13
95.0,14
93.11,15
93.25,16
92.89,17
92.67,18
92.33,19
92.22,20
92.0,21
91.75,22
91.33,23
91.22,24
91.0,25
91.0,26
91.12,27
90.89,28
90.56,29
90.56,30
90.11,31
90.25,32
89.89,33
89.78,34
90.0,35
89.88,36
89.3,37
88.89,38
89.33,39
89.11,40
88.5,41
88.67,42
88.56,43
88.33,44
88.78,45
88.5,46
88.3,47
87.89,48
88.22,49
88.22,50
87.75,51
87.7,52
87.78,53
87.56,54
87.38,55
48.0,56
