powerInW,timeInMinutes
15.34,0
16.97,1
17.28,2
16.49,3
17.68,4
16.86,5
14.93,6
18.24,7
16.89,8
16.08,9
17.04,10
16.52,11
16.46,12
15.95,13
14.67,14
16.02,15
17.17,16
18.56,17
20.27,18
15.43,19
15.48,20
15.13,21
17.98,22
15.55,23
15.7,24
16.39,25
14.01,26
17.86,27
17.65,28
14.86,29
15.17,30
17.42,31
12.88,32
15.73,33
18.4,34
17.99,35
18.04,36
16.45,37
18.02,38
16.96,39
13.6,40
16.82,41
15.82,42
17.11,43
14.72,44
19.09,45
16.82,46
17.97,47
17.92,48
14.29,49
17.83,50
13.96,51
18.9,52
16.7,53
14.61,54
17.31,55
17.6,56
16.15,57
19.01,58
16.36,59
14.44,60
16.87,61
17.0,62
17.61,63
16.05,64
