powerInW,timeInMinutes
40.0,0
60.0,1
60.0,2
60.0,3
60.0,4
60.0,5
60.0,6
60.0,7
60.0,8
60.0,9
60.0,10
60.0,11
60.0,12
60.0,13
60.0,14
60.0,15
70.0,16
70.0,17
70.0,18
70.0,19
70.0,20
60.0,21
60.0,22
60.0,23
60.0,24
60.0,25
60.0,26
60.0,27
60.0,28
60.0,29
60.0,30
60.0,31
60.0,32
60.0,33
60.0,34
60.0,35
60.0,36
60.0,37
60.0,38
60.0,39
60.0,40
60.0,41
60.0,42
60.0,43
60.0,44
60.0,45
60.0,46
60.0,47
40.0,48
40.0,49
40.0,50
40.0,51
40.0,52
40.0,53
40.0,54
40.0,55
40.0,56
40.0,57
40.0,58
40.0,59
40.0,60
40.0,61
40.0,62
40.0,63
40.0,64
40.0,65
40.0,66
40.0,67
40.0,68
40.0,69
40.0,70
40.0,71
40.0,72
40.0,73
40.0,74
40.0,75
40.0,76
40.0,77
40.0,78
40.0,79
40.0,80
40.0,81
40.0,82
40.0,83
40.0,84
40.0,85
40.0,86
40.0,87
40.0,88
40.0,89
40.0,90
40.0,91
40.0,92
40.0,93
40.0,94
40.0,95
40.0,96
40.0,97
40.0,98
40.0,99
40.0,100
40.0,101
40.0,102
40.0,103
40.0,104
40.0,105
40.0,106
40.0,107
40.0,108
40.0,109
40.0,110
40.0,111
60.0,112
60.0,113
60.0,114
60.0,115
60.0,116
60.0,117
60.0,118
60.0,119
60.0,120
60.0,121
60.0,122
60.0,123
40.0,124
40.0,125
40.0,126
40.0,127
40.0,128
40.0,129
40.0,130
40.0,131
40.0,132
40.0,133
40.0,134
40.0,135
40.0,136
40.0,137
40.0,138
40.0,139
40.0,140
40.0,141
40.0,142
40.0,143
40.0,144
40.0,145
40.0,146
40.0,147
40.0,148
40.0,149
40.0,150
40.0,151
40.0,152
40.0,153
40.0,154
40.0,155
40.0,156
40.0,157
40.0,158
40.0,159
40.0,160
40.0,161
40.0,162
40.0,163
40.0,164
40.0,165
40.0,166
40.0,167
40.0,168
50.0,169
50.0,170
50.0,171
50.0,172
50.0,173
20.0,174
20.0,175
20.0,176
20.0,177
20.0,178
20.0,179
20.0,180
20.0,181
20.0,182
20.0,183
20.0,184
20.0,185
20.0,186
20.0,187
20.0,188
20.0,189
20.0,190
20.0,191
20.0,192
20.0,193
20.0,194
20.0,195
20.0,196
20.0,197
20.0,198
20.0,199
20.0,200
20.0,201
20.0,202
20.0,203
20.0,204
20.0,205
20.0,206
20.0,207
20.0,208
20.0,209
20.0,210
20.0,211
20.0,212
20.0,213
20.0,214
20.0,215
20.0,216
20.0,217
20.0,218
20.0,219
20.0,220
20.0,221
20.0,222
20.0,223
20.0,224
20.0,225
20.0,226
20.0,227
20.0,228
20.0,229
20.0,230
20.0,231
20.0,232
20.0,233
20.0,234
20.0,235
20.0,236
20.0,237
20.0,238
20.0,239
20.0,240
20.0,241
20.0,242
20.0,243
20.0,244
