powerInW,timeInMinutes
121.19,0
104.0,1
98.91,2
107.98,3
126.58,4
112.86,5
107.7,6
135.94,7
92.85,8
113.18,9
105.3,10
102.34,11
119.94,12
96.04,13
118.43,14
108.49,15
112.06,16
106.5,17
98.84,18
117.11,19
113.94,20
123.93,21
124.26,22
110.11,23
114.5,24
101.81,25
105.66,26
107.38,27
92.6,28
119.12,29
106.44,30
108.6,31
121.9,32
106.93,33
121.48,34
108.05,35
105.27,36
118.23,37
136.19,38
105.83,39
105.93,40
113.23,41
126.66,42
91.52,43
130.48,44
104.28,45
101.99,46
95.47,47
93.13,48
114.56,49
109.88,50
110.67,51
114.14,52
104.63,53
105.27,54
110.84,55
99.29,56
115.43,57
101.86,58
93.54,59
111.24,60
105.1,61
98.47,62
100.11,63
115.32,64
89.77,65
91.14,66
111.31,67
112.31,68
92.39,69
120.16,70
118.21,71
104.11,72
111.02,73
95.77,74
106.1,75
121.26,76
108.83,77
114.03,78
98.07,79
98.92,80
94.7,81
143.54,82
124.99,83
95.57,84
123.99,85
113.0,86
117.78,87
107.39,88
101.95,89
108.99,90
107.81,91
99.68,92
114.78,93
99.86,94
103.32,95
106.37,96
103.14,97
104.29,98
101.92,99
100.62,100
108.17,101
104.11,102
106.39,103
92.07,104
108.25,105
97.52,106
114.6,107
95.08,108
122.49,109
115.18,110
111.04,111
116.13,112
