powerInW,timeInMinutes
4624.63,0
3955.14,1
1148.56,2
1192.8,3
1203.26,4
1203.26,5
1192.8,6
1370.74,7
1192.8,8
1439.1,9
1203.26,10
1370.74,11
1203.26,12
2228.57,13
2406.51,14
2396.06,15
2396.06,16
2061.26,17
1883.49,18
1893.77,19
1548.51,20
1716.0,21
1715.83,22
1705.54,23
1478.13,24
276.09,25
276.09,26
276.09,27
276.09,28
276.09,29
276.09,30
276.09,31
276.09,32
276.09,33
276.09,34
276.09,35
276.09,36
276.09,37
276.09,38
276.09,39
276.09,40
276.09,41
276.09,42
276.09,43
276.09,44
276.09,45
276.09,46
276.09,47
276.09,48
276.09,49
276.09,50
276.09,51
276.09,52
276.09,53
276.09,54
276.09,55
276.09,56
276.09,57
276.09,58
276.09,59
276.09,60
276.09,61
276.09,62
276.09,63
276.09,64
276.09,65
276.09,66
276.09,67
276.09,68
276.09,69
276.09,70
276.09,71
276.09,72
276.09,73
276.09,74
276.09,75
276.09,76
276.09,77
276.09,78
276.09,79
276.09,80
276.09,81
276.09,82
276.09,83
276.09,84
0.0,85
