powerInW,timeInMinutes
61.64,0
61.64,1
61.64,2
61.64,3
74.15,4
74.15,5
74.15,6
74.15,7
73.54,8
73.54,9
73.54,10
73.54,11
73.54,12
71.78,13
71.78,14
33.04,15
58.62,16
182.44,17
2911.39,18
1200.33,19
2260.62,20
2156.94,21
2156.94,22
2156.94,23
2156.94,24
2196.36,25
2196.36,26
2196.36,27
2196.36,28
2168.77,29
2197.28,30
2219.22,31
1860.36,32
1860.36,33
1860.36,34
1860.36,35
74.76,36
59.55,37
59.55,38
59.55,39
59.55,40
59.55,41
59.55,42
59.55,43
59.55,44
59.55,45
59.55,46
59.55,47
59.55,48
70.1,49
59.55,50
120.84,51
58.62,52
105.08,53
105.08,54
105.08,55
105.08,56
62.77,57
62.77,58
62.77,59
62.77,60
62.77,61
71.31,62
54.06,63
69.2,64
111.6,65
111.6,66
31.94,67
109.85,68
66.29,69
58.62,70
62.28,71
57.6,72
106.62,73
67.64,74
62.22,75
58.62,76
58.62,77
109.85,78
109.85,79
109.85,80
109.85,81
109.85,82
71.53,83
71.53,84
71.53,85
41.91,86
63.34,87
51.67,88
66.36,89
62.28,90
59.55,91
59.55,92
59.55,93
59.55,94
59.55,95
59.55,96
1605.65,97
3052.85,98
3052.85,99
3052.85,100
3052.85,101
1993.57,102
2954.85,103
1135.27,104
2256.83,105
2125.24,106
2256.83,107
2859.67,108
1289.34,109
1289.34,110
1289.34,111
1289.34,112
1289.34,113
923.59,114
923.59,115
923.59,116
923.59,117
923.59,118
923.59,119
923.59,120
923.59,121
923.59,122
923.59,123
923.59,124
923.59,125
923.59,126
923.59,127
923.59,128
923.59,129
923.59,130
923.59,131
923.59,132
923.59,133
923.59,134
923.59,135
923.59,136
923.59,137
923.59,138
923.59,139
923.59,140
923.59,141
923.59,142
923.59,143
923.59,144
923.59,145
1.94,146
