powerInW,timeInMinutes
39.0,0
51.75,1
47.11,2
43.22,3
44.0,4
50.33,5
49.33,6
43.56,7
42.89,8
43.5,9
43.22,10
42.22,11
41.4,12
43.11,13
46.33,14
44.33,15
45.88,16
46.44,17
43.44,18
43.56,19
48.78,20
44.33,21
41.56,22
46.11,23
46.62,24
44.0,25
41.22,26
41.89,27
41.11,28
41.4,29
41.33,30
44.11,31
42.0,32
41.44,33
41.3,34
43.0,35
42.22,36
41.11,37
42.11,38
42.12,39
42.67,40
43.33,41
41.89,42
41.22,43
41.89,44
42.33,45
42.88,46
41.5,47
41.33,48
42.33,49
42.11,50
42.4,51
41.67,52
41.11,53
42.12,54
41.0,55
42.33,56
41.33,57
41.5,58
41.44,59
42.11,60
47.0,61
41.78,62
41.0,63
42.67,64
41.78,65
43.11,66
41.11,67
41.38,68
41.56,69
41.78,70
43.22,71
41.78,72
41.6,73
41.67,74
41.78,75
41.0,76
42.0,77
41.56,78
40.67,79
41.78,80
42.0,81
42.89,82
42.33,83
41.75,84
42.44,85
43.0,86
41.56,87
41.56,88
43.0,89
42.11,90
42.75,91
42.0,92
41.22,93
41.22,94
42.67,95
43.33,96
41.0,97
42.0,98
42.25,99
40.89,100
44.0,101
41.67,102
40.33,103
41.0,104
41.33,105
44.0,106
42.33,107
42.22,108
40.67,109
42.11,110
42.22,111
42.22,112
42.0,113
41.25,114
42.78,115
42.0,116
42.0,117
41.67,118
41.4,119
41.44,120
43.62,121
42.22,122
41.78,123
45.22,124
41.33,125
42.78,126
40.9,127
43.62,128
44.56,129
44.44,130
43.33,131
43.22,132
41.89,133
42.78,134
41.75,135
42.89,136
41.89,137
42.33,138
42.89,139
42.0,140
43.78,141
50.67,142
45.33,143
44.89,144
45.22,145
42.44,146
46.89,147
44.89,148
45.78,149
43.88,150
43.89,151
42.89,152
44.67,153
45.44,154
16.78,155
4.67,156
4.5,157
4.44,158
4.78,159
4.22,160
4.33,161
4.22,162
4.56,163
13.38,164
