powerInW,timeInMinutes
363.2,0
363.2,1
363.2,2
363.2,3
417.7,4
417.7,5
417.7,6
417.7,7
417.7,8
417.7,9
417.7,10
417.7,11
417.7,12
417.7,13
417.7,14
417.7,15
417.7,16
417.7,17
417.7,18
417.7,19
417.7,20
417.7,21
417.7,22
417.7,23
417.7,24
417.7,25
417.7,26
417.7,27
417.7,28
417.7,29
417.7,30
440.1,31
499.0,32
499.0,33
499.0,34
499.0,35
499.0,36
499.0,37
499.0,38
499.0,39
499.0,40
499.0,41
4.8,42
54.7,43
54.7,44
423.1,45
423.1,46
423.1,47
423.1,48
423.1,49
423.1,50
423.1,51
414.5,52
505.5,53
505.5,54
505.5,55
505.5,56
54.7,57
54.7,58
441.7,59
441.7,60
441.7,61
441.7,62
528.5,63
528.5,64
528.5,65
528.5,66
