powerInW,timeInMinutes
48.0,0
32.4,1
34.2,2
33.5,3
39.1,4
37.18,5
36.67,6
36.5,7
38.0,8
34.6,9
38.4,10
31.73,11
32.9,12
30.7,13
34.2,14
37.0,15
35.78,16
38.1,17
39.2,18
36.9,19
39.4,20
32.4,21
33.4,22
34.0,23
35.0,24
38.2,25
39.3,26
39.7,27
32.0,28
36.33,29
35.3,30
32.29,31
32.5,32
38.62,33
35.8,34
32.44,35
38.4,36
36.7,37
35.5,38
37.7,39
37.2,40
37.0,41
37.2,42
37.3,43
37.0,44
37.2,45
37.4,46
37.2,47
37.2,48
37.0,49
37.0,50
37.1,51
37.0,52
37.5,53
37.2,54
37.56,55
37.57,56
37.0,57
35.89,58
15.33,59
